Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
20738978,MH_11,COUNTRY,ARM,YEAR,2016,,,,,,,,,0.034,0.03428,,,,2019-04-25T15:31:59Z,2016,2016-01-01,2016-12-31
20738988,MH_11,COUNTRY,AUS,YEAR,2015,,,,,,,,,1.105,1.10506,,,,2019-04-25T15:31:59Z,2015,2015-01-01,2015-12-31
20738996,MH_11,COUNTRY,AUT,YEAR,2015,,,,,,,,,2.616,2.61561,,,,2019-04-25T15:31:59Z,2015,2015-01-01,2015-12-31
20739008,MH_11,COUNTRY,AZE,YEAR,2016,,,,,,,,,0.094,0.09358,,,,2019-04-25T15:32:00Z,2016,2016-01-01,2016-12-31
20739014,MH_11,COUNTRY,BHS,YEAR,2015,,,,,,,,,0.259,0.25851,,,,2019-04-25T15:32:00Z,2015,2015-01-01,2015-12-31
20739024,MH_11,COUNTRY,BHR,YEAR,2017,,,,,,,,,0.729,0.72894,,,,2019-04-25T15:32:00Z,2017,2017-01-01,2017-12-31
20739050,MH_11,COUNTRY,BLR,YEAR,2016,,,,,,,,,0.285,0.28464,,,,2019-04-25T15:32:01Z,2016,2016-01-01,2016-12-31
20739069,MH_11,COUNTRY,BLZ,YEAR,2016,,,,,,,,,0.278,0.27833,,,,2019-04-25T15:32:01Z,2016,2016-01-01,2016-12-31
20739093,MH_11,COUNTRY,BWA,YEAR,2017,,,,,,,,,0.045,0.04527,,,,2019-04-25T15:32:01Z,2017,2017-01-01,2017-12-31
20739115,MH_11,COUNTRY,BRN,YEAR,2016,,,,,,,,,0.718,0.71849,,,,2019-04-25T15:32:02Z,2016,2016-01-01,2016-12-31
20739127,MH_11,COUNTRY,BGR,YEAR,2016,,,,,,,,,5.935,5.9353,,,,2019-04-25T15:32:02Z,2016,2016-01-01,2016-12-31
20739142,MH_11,COUNTRY,BDI,YEAR,2017,,,,,,,,,0.029,0.02941,,,,2019-04-25T15:32:02Z,2017,2017-01-01,2017-12-31
20739180,MH_11,COUNTRY,CHL,YEAR,2016,,,,,,,,,0.315,0.31527,,,,2019-04-25T15:32:03Z,2016,2016-01-01,2016-12-31
20739210,MH_11,COUNTRY,COK,YEAR,2016,,,,,,,,,5.731,5.73099,,,,2019-04-25T15:32:04Z,2016,2016-01-01,2016-12-31
20739222,MH_11,COUNTRY,CRI,YEAR,2016,,,,,,,,,0.125,0.1248,,,,2019-04-25T15:32:04Z,2016,2016-01-01,2016-12-31
20739229,MH_11,COUNTRY,CIV,YEAR,2016,,,,,,,,,0.022,0.02164,,,,2019-04-25T15:32:04Z,2016,2016-01-01,2016-12-31
20739239,MH_11,COUNTRY,HRV,YEAR,2016,,,,,,,,,0.803,0.80264,,,,2019-04-25T15:32:04Z,2016,2016-01-01,2016-12-31
20739250,MH_11,COUNTRY,CUB,YEAR,2016,,,,,,,,,0.445,0.44497,,,,2019-04-25T15:32:04Z,2016,2016-01-01,2016-12-31
20739258,MH_11,COUNTRY,CYP,YEAR,2015,,,,,,,,,0.517,0.5168,,,,2019-04-25T15:32:04Z,2015,2015-01-01,2015-12-31
20739276,MH_11,COUNTRY,DOM,YEAR,2016,,,,,,,,,0.019,0.019,,,,2019-04-25T15:32:05Z,2016,2016-01-01,2016-12-31
20739285,MH_11,COUNTRY,ECU,YEAR,2016,,,,,,,,,3.010,3.01034,,,,2019-04-25T15:32:05Z,2016,2016-01-01,2016-12-31
20739294,MH_11,COUNTRY,EGY,YEAR,2016,,,,,,,,,0.011,0.01066,,,,2019-04-25T15:32:05Z,2016,2016-01-01,2016-12-31
20739329,MH_11,COUNTRY,EST,YEAR,2016,,,,,,,,,17.176,17.17599,,,,2019-04-25T15:32:06Z,2016,2016-01-01,2016-12-31
20739347,MH_11,COUNTRY,FJI,YEAR,2016,,,,,,,,,0.112,0.11209,,,,2019-04-25T15:32:06Z,2016,2016-01-01,2016-12-31
20739381,MH_11,COUNTRY,GEO,YEAR,2016,,,,,,,,,0.101,0.10123,,,,2019-04-25T15:32:07Z,2016,2016-01-01,2016-12-31
20739401,MH_11,COUNTRY,GHA,YEAR,2016,,,,,,,,,0.018,0.01813,,,,2019-04-25T15:32:07Z,2016,2016-01-01,2016-12-31
20739413,MH_11,COUNTRY,GRC,YEAR,2016,,,,,,,,,1.319,1.31933,,,,2019-04-25T15:32:07Z,2016,2016-01-01,2016-12-31
20739475,MH_11,COUNTRY,HUN,YEAR,2016,,,,,,,,,0.020,0.02044,,,,2019-04-25T15:32:09Z,2016,2016-01-01,2016-12-31
20739492,MH_11,COUNTRY,IND,YEAR,2016,,,,,,,,,0.023,0.02345,,,,2019-04-25T15:32:09Z,2016,2016-01-01,2016-12-31
20739509,MH_11,COUNTRY,IRN,YEAR,2017,,,,,,,,,0.281,0.281,,,,2019-04-25T15:32:09Z,2017,2017-01-01,2017-12-31
20739519,MH_11,COUNTRY,IRQ,YEAR,2017,,,,,,,,,0.003,0.00277,,,,2019-04-25T15:32:09Z,2017,2017-01-01,2017-12-31
20739526,MH_11,COUNTRY,IRL,YEAR,2016,,,,,,,,,0.085,0.0851,,,,2019-04-25T15:32:10Z,2016,2016-01-01,2016-12-31
20739544,MH_11,COUNTRY,ITA,YEAR,2015,,,,,,,,,1.408,1.4083,,,,2019-04-25T15:32:10Z,2015,2015-01-01,2015-12-31
20739555,MH_11,COUNTRY,JAM,YEAR,2015,,,,,,,,,0.174,0.1741,,,,2019-04-25T15:32:10Z,2015,2015-01-01,2015-12-31
20739566,MH_11,COUNTRY,JPN,YEAR,2016,,,,,,,,,3.759,3.75855,,,,2019-04-25T15:32:10Z,2016,2016-01-01,2016-12-31
20739598,MH_11,COUNTRY,KOR,YEAR,2016,,,,,,,,,0.134,0.1344,,,,2019-04-25T15:32:11Z,2016,2016-01-01,2016-12-31
20739607,MH_11,COUNTRY,KGZ,YEAR,2016,,,,,,,,,0.051,0.05115,,,,2019-04-25T15:32:11Z,2016,2016-01-01,2016-12-31
20739614,MH_11,COUNTRY,LVA,YEAR,2015,,,,,,,,,56.758,56.75822,,,,2019-04-25T15:32:11Z,2015,2015-01-01,2015-12-31
20739626,MH_11,COUNTRY,LBN,YEAR,2015,,,,,,,,,0.085,0.08545,,,,2019-04-25T15:32:12Z,2015,2015-01-01,2015-12-31
20739653,MH_11,COUNTRY,LUX,YEAR,2015,,,,,,,,,1.059,1.05868,,,,2019-04-25T15:32:12Z,2015,2015-01-01,2015-12-31
20739672,MH_11,COUNTRY,MDG,YEAR,2016,,,,,,,,,0.004,0.00413,,,,2019-04-25T15:32:13Z,2016,2016-01-01,2016-12-31
20739680,MH_11,COUNTRY,MYS,YEAR,2016,,,,,,,,,3.118,3.11817,,,,2019-04-25T15:32:13Z,2016,2016-01-01,2016-12-31
20739689,MH_11,COUNTRY,MDV,YEAR,2017,,,,,,,,,2.151,2.15104,,,,2019-04-25T15:32:13Z,2017,2017-01-01,2017-12-31
20739698,MH_11,COUNTRY,MHL,YEAR,2017,,,,,,,,,1.887,1.88701,,,,2019-04-25T15:32:13Z,2017,2017-01-01,2017-12-31
20739723,MH_11,COUNTRY,MEX,YEAR,2016,,,,,,,,,0.079,0.07943,,,,2019-04-25T15:32:14Z,2016,2016-01-01,2016-12-31
20739741,MH_11,COUNTRY,MCO,YEAR,2016,,,,,,,,,5.221,5.22098,,,,2019-04-25T15:32:14Z,2016,2016-01-01,2016-12-31
20739768,MH_11,COUNTRY,MAR,YEAR,2016,,,,,,,,,0.101,0.10057,,,,2019-04-25T15:32:15Z,2016,2016-01-01,2016-12-31
20739777,MH_11,COUNTRY,MOZ,YEAR,2016,,,,,,,,,0.021,0.02142,,,,2019-04-25T15:32:15Z,2016,2016-01-01,2016-12-31
20739830,MH_11,COUNTRY,NER,YEAR,2016,,,,,,,,,0.019,0.01862,,,,2019-04-25T15:32:16Z,2016,2016-01-01,2016-12-31
20739832,MH_11,COUNTRY,NIU,YEAR,2017,,,,,,,,,61.387,61.38735,,,,2019-04-25T15:32:16Z,2017,2017-01-01,2017-12-31
20739839,MH_11,COUNTRY,NOR,YEAR,2016,,,,,,,,,0.885,0.88464,,,,2019-04-25T15:32:16Z,2016,2016-01-01,2016-12-31
20739859,MH_11,COUNTRY,PAN,YEAR,2016,,,,,,,,,0.025,0.02519,,,,2019-04-25T15:32:16Z,2016,2016-01-01,2016-12-31
20739867,MH_11,COUNTRY,PRY,YEAR,2016,,,,,,,,,0.015,0.01506,,,,2019-04-25T15:32:16Z,2016,2016-01-01,2016-12-31
20739878,MH_11,COUNTRY,PER,YEAR,2016,,,,,,,,,0.016,0.01594,,,,2019-04-25T15:32:17Z,2016,2016-01-01,2016-12-31
20739888,MH_11,COUNTRY,PHL,YEAR,2016,,,,,,,,,0.002,0.00197,,,,2019-04-25T15:32:17Z,2016,2016-01-01,2016-12-31
20739897,MH_11,COUNTRY,POL,YEAR,2016,,,,,,,,,0.716,0.71605,,,,2019-04-25T15:32:17Z,2016,2016-01-01,2016-12-31
20739905,MH_11,COUNTRY,PRT,YEAR,2016,,,,,,,,,0.518,0.51831,,,,2019-04-25T15:32:17Z,2016,2016-01-01,2016-12-31
20739917,MH_11,COUNTRY,QAT,YEAR,2016,,,,,,,,,0.115,0.11461,,,,2019-04-25T15:32:18Z,2016,2016-01-01,2016-12-31
20739927,MH_11,COUNTRY,ROU,YEAR,2016,,,,,,,,,0.277,0.27671,,,,2019-04-25T15:32:18Z,2016,2016-01-01,2016-12-31
20739934,MH_11,COUNTRY,RUS,YEAR,2015,,,,,,,,,0.196,0.19599,,,,2019-04-25T15:32:18Z,2015,2015-01-01,2015-12-31
20739946,MH_11,COUNTRY,KNA,YEAR,2017,,,,,,,,,1.842,1.84203,,,,2019-04-25T15:32:18Z,2017,2017-01-01,2017-12-31
20739959,MH_11,COUNTRY,VCT,YEAR,2017,,,,,,,,,35.631,35.63108,,,,2019-04-25T15:32:19Z,2017,2017-01-01,2017-12-31
20739970,MH_11,COUNTRY,WSM,YEAR,2016,,,,,,,,,0.516,0.51611,,,,2019-04-25T15:32:19Z,2016,2016-01-01,2016-12-31
20740009,MH_11,COUNTRY,SRB,YEAR,2017,,,,,,,,,0.441,0.44061,,,,2019-04-25T15:32:20Z,2017,2017-01-01,2017-12-31
20740017,MH_11,COUNTRY,SYC,YEAR,2016,,,,,,,,,1.067,1.06676,,,,2019-04-25T15:32:20Z,2016,2016-01-01,2016-12-31
20740033,MH_11,COUNTRY,SGP,YEAR,2016,,,,,,,,,0.163,0.16259,,,,2019-04-25T15:32:20Z,2016,2016-01-01,2016-12-31
20740045,MH_11,COUNTRY,SVN,YEAR,2016,,,,,,,,,2.121,2.1207,,,,2019-04-25T15:32:21Z,2016,2016-01-01,2016-12-31
20740080,MH_11,COUNTRY,LKA,YEAR,2017,,,,,,,,,0.130,0.13035,,,,2019-04-25T15:32:21Z,2017,2017-01-01,2017-12-31
20740143,MH_11,COUNTRY,THA,YEAR,2016,,,,,,,,,0.007,0.00728,,,,2019-04-25T15:32:23Z,2016,2016-01-01,2016-12-31
20740173,MH_11,COUNTRY,TTO,YEAR,2017,,,,,,,,,0.074,0.07352,,,,2019-04-25T15:32:23Z,2017,2017-01-01,2017-12-31
20740204,MH_11,COUNTRY,UKR,YEAR,2016,,,,,,,,,1.576,1.57644,,,,2019-04-25T15:32:24Z,2016,2016-01-01,2016-12-31
20740231,MH_11,COUNTRY,URY,YEAR,2016,,,,,,,,,0.612,0.61197,,,,2019-04-25T15:32:25Z,2016,2016-01-01,2016-12-31
20740240,MH_11,COUNTRY,UZB,YEAR,2016,,,,,,,,,0.052,0.05165,,,,2019-04-25T15:32:25Z,2016,2016-01-01,2016-12-31
20740285,MH_11,COUNTRY,ZWE,YEAR,2016,,,,,,,,,0.006,0.00634,,,,2019-04-25T15:32:26Z,2016,2016-01-01,2016-12-31
