Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
11101456,MH_19,COUNTRY,DZA,YEAR,2014,,,,,,,,,41.894,41.894,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101457,MH_19,COUNTRY,BEN,YEAR,2014,,,,,,,,,11.321,11.321,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101458,MH_19,COUNTRY,BWA,YEAR,2014,,,,,,,,,77.701,77.701,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101459,MH_19,COUNTRY,BFA,YEAR,2014,,,,,,,,,0.000,0,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101460,MH_19,COUNTRY,BDI,YEAR,2014,,,,,,,,,1.126,1.126,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101461,MH_19,COUNTRY,CIV,YEAR,2014,,,,,,,,,5.907,5.907,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101462,MH_19,COUNTRY,ERI,YEAR,2014,,,,,,,,,535.482,535.482,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101463,MH_19,COUNTRY,GMB,YEAR,2014,,,,,,,,,10.477,10.477,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101464,MH_19,COUNTRY,GHA,YEAR,2014,,,,,,,,,15.127,15.127,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101465,MH_19,COUNTRY,LBR,YEAR,2014,,,,,,,,,13.510,13.51,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101466,MH_19,COUNTRY,MDG,YEAR,2014,,,,,,,,,4.319,4.319,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101467,MH_19,COUNTRY,NAM,YEAR,2014,,,,,,,,,0.000,0,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101468,MH_19,COUNTRY,NGA,YEAR,2014,,,,,,,,,4.840,4.84,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101469,MH_19,COUNTRY,RWA,YEAR,2014,,,,,,,,,28.033,28.033,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101470,MH_19,COUNTRY,STP,YEAR,2014,,,,,,,,,1017.263,1017.263,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101471,MH_19,COUNTRY,SEN,YEAR,2014,,,,,,,,,140.224,140.224,,,,2015-07-07T13:58:37Z,2014,2014-01-01,2014-12-31
11101472,MH_19,COUNTRY,SYC,YEAR,2014,,,,,,,,,2.143,2.143,,,,2015-07-07T13:58:38Z,2014,2014-01-01,2014-12-31
11101473,MH_19,COUNTRY,SLE,YEAR,2014,,,,,,,,,3.497,3.497,,,,2015-07-07T13:58:38Z,2014,2014-01-01,2014-12-31
11101474,MH_19,COUNTRY,SSD,YEAR,2014,,,,,,,,,0.000,0,,,,2015-07-07T13:58:38Z,2014,2014-01-01,2014-12-31
11101475,MH_19,COUNTRY,SWZ,YEAR,2014,,,,,,,,,109.963,109.963,,,,2015-07-07T13:58:38Z,2014,2014-01-01,2014-12-31
11101476,MH_19,COUNTRY,TGO,YEAR,2014,,,,,,,,,8.251,8.251,,,,2015-07-07T13:58:38Z,2014,2014-01-01,2014-12-31
11101477,MH_19,COUNTRY,UGA,YEAR,2014,,,,,,,,,0.000,0,,,,2015-07-07T13:58:38Z,2014,2014-01-01,2014-12-31
11101478,MH_19,COUNTRY,TZA,YEAR,2014,,,,,,,,,6.860,6.86,,,,2015-07-07T13:58:38Z,2014,2014-01-01,2014-12-31
11101479,MH_19,COUNTRY,ZMB,YEAR,2014,,,,,,,,,63.178,63.178,,,,2015-07-07T13:58:38Z,2014,2014-01-01,2014-12-31
